2016-03-21 23:18:00,2
2016-03-21 23:19:00,2
2016-03-21 23:20:00,2
2016-03-21 23:21:00,2
2016-03-21 23:22:00,2
2016-03-21 23:23:00,3
2016-03-21 23:24:00,2
2016-03-21 23:25:00,1
2016-03-21 23:26:00,1
2016-03-21 23:27:00,1
2016-03-21 23:28:00,1
2016-03-21 23:29:00,1
2016-03-21 23:30:00,1
2016-03-21 23:31:00,1
2016-03-21 23:32:00,1
2016-03-21 23:33:00,1
2016-03-21 23:34:00,1
2016-03-21 23:35:00,2
2016-03-21 23:36:00,1
2016-03-21 23:37:00,1
2016-03-21 23:38:00,1
2016-03-21 23:39:00,1
2016-03-21 23:40:00,1
2016-03-21 23:41:00,1
2016-03-21 23:42:00,1
2016-03-21 23:43:00,1
2016-03-21 23:44:00,1
2016-03-21 23:45:00,1
2016-03-21 23:46:00,1
2016-03-21 23:47:00,1
2016-03-21 23:48:00,1
2016-03-21 23:49:00,1
2016-03-21 23:50:00,1
2016-03-21 23:51:00,1
2016-03-21 23:52:00,1
2016-03-21 23:53:00,1
2016-03-21 23:54:00,1
2016-03-21 23:55:00,1
2016-03-21 23:56:00,1
2016-03-21 23:57:00,1
2016-03-21 23:58:00,1
2016-03-21 23:59:00,1
2016-03-22 00:00:00,1
2016-03-22 00:01:00,1
2016-03-22 00:02:00,1
2016-03-22 00:03:00,1
2016-03-22 00:04:00,1
2016-03-22 00:05:00,1
2016-03-22 00:06:00,1
2016-03-22 00:07:00,1
2016-03-22 00:08:00,1
2016-03-22 00:09:00,2
2016-03-22 00:10:00,2
2016-03-22 00:11:00,2
2016-03-22 00:12:00,2
2016-03-22 00:13:00,1
2016-03-22 00:14:00,1
2016-03-22 00:15:00,1
2016-03-22 00:16:00,1
2016-03-22 00:17:00,1
2016-03-22 00:18:00,2
2016-03-22 00:19:00,1
2016-03-22 00:20:00,1
2016-03-22 00:21:00,1
2016-03-22 00:22:00,1
2016-03-22 00:23:00,1
2016-03-22 00:24:00,1
2016-03-22 00:25:00,1
2016-03-22 00:26:00,1
2016-03-22 00:27:00,1
2016-03-22 00:28:00,2
2016-03-22 00:29:00,1
2016-03-22 00:30:00,1
2016-03-22 00:31:00,2
2016-03-22 00:32:00,1
2016-03-22 00:33:00,1
2016-03-22 00:34:00,1
2016-03-22 00:35:00,1
2016-03-22 00:36:00,1
2016-03-22 00:37:00,1
2016-03-22 00:38:00,1
2016-03-22 00:39:00,1
2016-03-22 00:40:00,1
2016-03-22 00:41:00,1
2016-03-22 00:42:00,1
2016-03-22 00:43:00,1
2016-03-22 00:44:00,1
2016-03-22 00:45:00,1
2016-03-22 00:46:00,1
2016-03-22 00:47:00,1
2016-03-22 00:48:00,1
2016-03-22 00:49:00,1
2016-03-22 00:50:00,1
2016-03-22 00:51:00,1
2016-03-22 00:52:00,1
2016-03-22 00:53:00,1
2016-03-22 00:54:00,1
2016-03-22 00:55:00,2
2016-03-22 00:56:00,1
2016-03-22 00:57:00,1
2016-03-22 00:58:00,1
2016-03-22 00:59:00,1
2016-03-22 01:00:00,1
2016-03-22 01:01:00,1
2016-03-22 01:02:00,1
2016-03-22 01:03:00,2
2016-03-22 01:04:00,1
2016-03-22 01:05:00,1
2016-03-22 01:06:00,1
2016-03-22 01:07:00,1
2016-03-22 01:08:00,1
